Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code
7 Tak Sing Lane,7 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/7-Tak-Sing-Lane/2-OOCDFRJHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
2B Second Street,2B Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/2B-Second-Street/2-OOCDQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
5-7 Third Street,5-7 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/5-7-Third-Street/2-OOCFFRJVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
4-4A Western Street,4-4A Western Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/4-4A-Western-Street/2-OOCFQRCERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
225 Des Voeux Road West,225 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/225-Des-Voeux-Road-West/2-OOCFQROVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
General Building,6-14 Centre Street,1,38,--,--,--,--,--,https://hk.centanet.com/estate/en/General-Building/2-OOCFQRRHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Po Fung Building,1-7 Centre Street,1,44,--,--,--,--,--,https://hk.centanet.com/estate/en/Po-Fung-Building/2-OOCFURRXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
1 Third Street,1 Third Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/1-Third-Street/2-OOCJFRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
42 Third Street,42 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/42-Third-Street/2-OOCJQRFHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
4A Second Street,4A Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/4A-Second-Street/2-OOCJQRJVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
219 Des Voeux Road West,219 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/219-Des-Voeux-Road-West/2-OOCJQROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
147-149 Des Voeux Road West,147-149 Des Voeux Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/147-149-Des-Voeux-Road-West/2-OOCOURJXRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wah Ming Building,2A-2B Eastern Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Wah-Ming-Building/2-OOCQFRJXRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
5 Tak Sing Lane,5 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/5-Tak-Sing-Lane/2-OOCVFRJERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
151 Des Voeux Road West,151 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/151-Des-Voeux-Road-West/2-OOCVURJXRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
380 Des Voeux Road West,380 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/380-Des-Voeux-Road-West/2-OOCVURUHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Lee Wah Mansion (Building),111-117 Des Voeux Road West,1,57,--,--,--,--,--,https://hk.centanet.com/estate/en/Lee-Wah-Mansion-Building/2-OODCQRDJRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
35-37 High Street,35-37 High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/35-37-High-Street/2-OODCQRQRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fuk Shing Building,220-222 Des Voeux Road West,1,21,--,--,--,--,--,https://hk.centanet.com/estate/en/Fuk-Shing-Building/2-OODDFRORRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
109 First Street,109 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/109-First-Street/2-OODDFRUJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
25A High Street,25A High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/25A-High-Street/2-OODDQRQXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
146 Des Voeux Road West,146 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/146-Des-Voeux-Road-West/2-OODFFROVRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
119 First Street,119 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/119-First-Street/2-OODFFRURRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
191-193 Queen's Road West,191-193 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/191-193-Queen-s-Road-West/2-OODFQRDXRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tak Ming Lau,6-8 Second Street,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/Tak-Ming-Lau/2-OODFQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Ko Wang Court,31-33 High Street,1,24,--,--,--,--,--,https://hk.centanet.com/estate/en/Ko-Wang-Court/2-OODFQRQARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
115 First Street,115 First Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/115-First-Street/2-OODJFRUARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
27A High Street,27A High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/27A-High-Street/2-OODJQRQJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
21 Tsz Mi Alley,21 Tsz Mi Alley,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/21-Tsz-Mi-Alley/2-OODJURFARQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
203-205 Des Voeux Road West,203-205 Des Voeux Road West,1,12,--,--,--,--,--,https://hk.centanet.com/estate/en/203-205-Des-Voeux-Road-West/2-OODQQROJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hang Fuk Mansion,1-3 Fuk Sau Lane,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Hang-Fuk-Mansion/2-OODQURQJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yu Yee Building,364-366 Queen's Road West,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Yu-Yee-Building/2-OODRQRDERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
21 Centre Street,21 Centre Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/21-Centre-Street/2-OODRQRRXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
328 Queen's Road West,328 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/328-Queen-s-Road-West/2-OODRURDVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
216 Des Voeux Road West,216 Des Voeux Road West,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/216-Des-Voeux-Road-West/2-OODVFROARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
105 First Street,105 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/105-First-Street/2-OODVFRUXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Associated House,209 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/Associated-House/2-OODVQROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kwai Cheong Building,234-242 Des Voeux Road West,1,72,--,--,--,--,--,https://hk.centanet.com/estate/en/Kwai-Cheong-Building/2-OOFCFROORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
362 Queen's Road West,362 Queen's Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/362-Queen-s-Road-West/2-OOFCURDYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
394-396 Queen's Road West,394-396 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/394-396-Queen-s-Road-West/2-OOFDQRDXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
195 Queen's Road West,195 Queen's Road West,1,1,--,--,--,--,--,https://hk.centanet.com/estate/en/195-Queen-s-Road-West/2-OOFFQRDJRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
20 Third Street,20 Third Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/20-Third-Street/2-OOFOQRFERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
125B-127 Second Street,125B-127 Second Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/125B-127-Second-Street/2-OOFOQRJSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
125A Second Street,125A Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/125A-Second-Street/2-OOFOQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
153 Des Voeux Road West,153 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/153-Des-Voeux-Road-West/2-OOFOQRJYRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
1 Tak Sing Lane,1 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/1-Tak-Sing-Lane/2-OOFQFRJVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Lucky Building,370-372 Des Voeux Road West,1,32,--,--,--,--,--,https://hk.centanet.com/estate/en/Lucky-Building/2-OOFQURUORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
3 Tak Sing Lane,3 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/3-Tak-Sing-Lane/2-OOFSFRJORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wah Po Building,2-4 Pok Fu Lam Road,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Wah-Po-Building/2-OOFSURVJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
24 Third Street,24 Third Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/24-Third-Street/2-OOFUQRFHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
139 Second Street,139 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/139-Second-Street/2-OOFUQRJVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
16-20 Pok Fu Lam Road,16-20 Pok Fu Lam Road,1,24,--,--,--,--,--,https://hk.centanet.com/estate/en/16-20-Pok-Fu-Lam-Road/2-OOFVURVERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
204-208 Queen's Road West,204-208 Queen's Road West,1,13,--,--,--,--,--,https://hk.centanet.com/estate/en/204-208-Queen-s-Road-West/2-OOJCFRDXRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
130 Connaught Road West,130 Connaught Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/130-Connaught-Road-West/2-OOJCFRRRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hong Ming Building,227-233 Des Voeux Road West,1,36,--,--,--,--,--,https://hk.centanet.com/estate/en/Hong-Ming-Building/2-OOJCQROHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
12 Third Street,12 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/12-Third-Street/2-OOJCURFVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
177 Des Voeux Road West,177 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/177-Des-Voeux-Road-West/2-OOJDUROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
228 Des Voeux Road West,228 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/228-Des-Voeux-Road-West/2-OOJFFROXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wing Fong Mansion,107-117 Second Street,1,49,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Fong-Mansion/2-OOJFURJORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fulfil Building,196-198 Queen's Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/Fulfil-Building/2-OOJJFRDHRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
217 Des Voeux Road West,217 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/217-Des-Voeux-Road-West/2-OOJJQROXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
16 Third Street,16 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/16-Third-Street/2-OOJRQRFORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
218 Des Voeux Road West,218 Des Voeux Road West,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/218-Des-Voeux-Road-West/2-OOODFROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
107 First Street,107 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/107-First-Street/2-OOODFRUERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tone Hing Building,211-213 Des Voeux Road West,1,22,--,--,--,--,--,https://hk.centanet.com/estate/en/Tone-Hing-Building/2-OOODQROVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
224-226 Des Voeux Road West,224-226 Des Voeux Road West,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/224-226-Des-Voeux-Road-West/2-OOOFFROORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
117 First Street,117 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/117-First-Street/2-OOOFFRUYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
113 First Street,113 First Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/113-First-Street/2-OOOJFRUHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
215 Des Voeux Road West,215 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/215-Des-Voeux-Road-West/2-OOOJQROORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
27 High Street,27 High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/27-High-Street/2-OOOJQRQERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
28 Sai Woo Lane,28 Sai Woo Lane,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/28-Sai-Woo-Lane/2-OOOJURJORQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wing Fat Mansion,179-181 Des Voeux Road West,1,16,"$9,182/ ft²",--,1,--,--,https://hk.centanet.com/estate/en/Wing-Fat-Mansion/2-OOOJURORRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
201 Des Voeux Road West,201 Des Voeux Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/201-Des-Voeux-Road-West/2-OOOQQROERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
13-15 Centre Street,13-15 Centre Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/13-15-Centre-Street/2-OOORQRRORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
326 Queen's Road West,326 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/326-Queen-s-Road-West/2-OOORURDRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
207 Des Voeux Road West,207 Des Voeux Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/207-Des-Voeux-Road-West/2-OOOVQROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Golden Court,10 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/Golden-Court/2-OOQCQRJHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
360 Queen's Road West,360 Queen's Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/360-Queen-s-Road-West/2-OOQCURDARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
175 Des Voeux Road West,175 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/175-Des-Voeux-Road-West/2-OOQDURORRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
192-194 Queen's Road West,192-194 Queen's Road West,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/192-194-Queen-s-Road-West/2-OOQJFRDXRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Po Fung Mansion,128-128A Connaught Road West,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/Po-Fung-Mansion/2-OOQJURQXRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
368-370 Queen's Road West,368-370 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/368-370-Queen-s-Road-West/2-OOQOQRDVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
18 Third Street,18 Third Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/18-Third-Street/2-OOQOQRFXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
119-121B Second Street,119-121B Second Street,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/119-121B-Second-Street/2-OOQOQRJORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
114-116 First Street,114-116 First Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/114-116-First-Street/2-OOQOURQXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
17-19 Centre Street,17-19 Centre Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/17-19-Centre-Street/2-OOQRQRRORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
2 Tak Sing Lane,2 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/2-Tak-Sing-Lane/2-OOQSFRJSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
206-208 Des Voeux Road West,206-208 Des Voeux Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/206-208-Des-Voeux-Road-West/2-OOQSFROARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fu Wah Building,7-13 Fuk Sau Lane,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Fu-Wah-Building/2-OOQSURQRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
22 Third Street,22 Third Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/22-Third-Street/2-OOQUQRFJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
137 Second Street,137 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/137-Second-Street/2-OOQUQRJRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yuet Sum Mansion,2-2E Western Street,1,53,--,--,--,--,--,https://hk.centanet.com/estate/en/Yuet-Sum-Mansion/2-OOQVQRCARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
25 High Street,25 High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/25-High-Street/2-OORDQRQORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
185 Des Voeux Road West,185 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/185-Des-Voeux-Road-West/2-OORFUROERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
19 Tsz Mi Alley,19 Tsz Mi Alley,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/19-Tsz-Mi-Alley/2-OORJURFVRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
197-199 Des Voeux Road West,197-199 Des Voeux Road West,1,12,--,--,--,--,--,https://hk.centanet.com/estate/en/197-199-Des-Voeux-Road-West/2-OOROQROVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Mui Fung Apartments,26 Mui Fong Street,1,51,--,--,--,--,--,https://hk.centanet.com/estate/en/Mui-Fung-Apartments/2-OORRFROHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
193 Des Voeux Road West,193 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/193-Des-Voeux-Road-West/2-OORRQROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
11 Centre Street,11 Centre Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/11-Centre-Street/2-OORRQRRORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
153 Third Street,153 Third Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/153-Third-Street/2-OORRURFSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
99 First Street,99 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/99-First-Street/2-OORSFRUVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
15 High Street,15 High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/15-High-Street/2-OORUQRQERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
103 First Street,103 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/103-First-Street/2-OORVFRUORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
23 High Street,23 High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/23-High-Street/2-OORVQRQVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
152-154 Des Voeux Road West,152-154 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/152-154-Des-Voeux-Road-West/2-OOSCFROHRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
6 Tak Sing Lane,6 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/6-Tak-Sing-Lane/2-OOSDFRJJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Samtoh Building,384-386 Queen's Road West,1,128,--,--,--,--,--,https://hk.centanet.com/estate/en/Samtoh-Building/2-OOSDQRDSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
200-202 Queen's Road West,200-202 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/200-202-Queen-s-Road-West/2-OOSFFRDARQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fu Moon Building,398-400 Queen's Road West,1,38,--,--,--,--,--,https://hk.centanet.com/estate/en/Fu-Moon-Building/2-OOSJQRDARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
4 Second Street,4 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/4-Second-Street/2-OOSJQRJRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tung Tat Building,390-392 Des Voeux Road West,1,39,--,--,--,--,--,https://hk.centanet.com/estate/en/Tung-Tat-Building/2-OOSJURURRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
New Start Building,330-336 Queen's Road West,1,40,--,--,--,--,--,https://hk.centanet.com/estate/en/New-Start-Building/2-OOSOURDYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
376-378 Queen's Road West,376-378 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/376-378-Queen-s-Road-West/2-OOSQQRDJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
380-382 Queen's Road West,380-382 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/380-382-Queen-s-Road-West/2-OOSSQRDARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
372-374 Queen's Road West,372-374 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/372-374-Queen-s-Road-West/2-OOSUQRDXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
4 Tak Sing Lane,4 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/4-Tak-Sing-Lane/2-OOSVFRJXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
San Hey Lou,32-36 Third Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/San-Hey-Lou/2-OOSVQRFYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
230-232 Des Voeux Road West,230-232 Des Voeux Road West,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/230-232-Des-Voeux-Road-West/2-OOUCFROERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
129 Connaught Road West,129 Connaught Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/129-Connaught-Road-West/2-OOUCFRRYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tat Hing Building,182-186 Queen's Road West,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Tat-Hing-Building/2-OOUDFRDORQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tak On Lau,221-223 Des Voeux Road West,1,10,"$6,133/ ft²",0.34%,1,--,--,https://hk.centanet.com/estate/en/Tak-On-Lau/2-OOUFQROERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
23 Tsz Mi Alley,23 Tsz Mi Alley,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/23-Tsz-Mi-Alley/2-OOUFURFERQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
140 Des Voeux Road West,140 Des Voeux Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/140-Des-Voeux-Road-West/2-OOUJFROARQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tak Yan Building,132-136 Des Voeux Road West,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/Tak-Yan-Building/2-OOUOFRORRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Orlins Court,419R-419T Queen's Road West,1,40,--,--,--,--,--,https://hk.centanet.com/estate/en/Orlins-Court/2-OOUOFRVHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
14 Third Street,14 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/14-Third-Street/2-OOURQRFSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Nam Cheong House,129-135 Second Street,1,25,--,--,--,--,--,https://hk.centanet.com/estate/en/Nam-Cheong-House/2-OOUUQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
404 Queen's Road West,404 Queen's Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/404-Queen-s-Road-West/2-OOVCQRDARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
