source,source_id,original_key,building_name,normalized_name,address,district,grade,year_built,building_key,matches_json,midland_id,centanet_id,midland_original_key,centanet_original_key
leasinghub,3512,3512,Golden Dragon Centre,golden dragon center,38-40 Cameron Road,Yau Tsim Mong District,B,1992.0,LH_3512,"{""centanet"": {""id"": ""aab2215f-246a-4e7a-a124-8d057177f4ff"", ""original_key"": ""aab2215f-246a-4e7a-a124-8d057177f4ff"", ""score"": 90.0, ""building_name"": ""Golden Dragon Centre"", ""address"": ""38-40 Cameron Road"", ""original_record"": {""queriedDistrict"": ""Tsim Sha Tsui"", ""queriedCode"": ""WS023"", ""propertyID"": ""aab2215f-246a-4e7a-a124-8d057177f4ff"", ""buildingNameEn"": ""Golden Dragon Centre"", ""address"": ""38-40 Cameron Road"", ""developers"": ""General Clothing Group (MFR) Limited"", ""opDateDisplayName"": ""1992 Year"", ""floorDisplayName"": ""19 Floor(s)"", ""districtNameEn"": ""Tsim Sha Tsui"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 2, ""transCount"": 4}}}",,aab2215f-246a-4e7a-a124-8d057177f4ff,,aab2215f-246a-4e7a-a124-8d057177f4ff
leasinghub,2969,2969,Golden Dragon Commercial  Building,golden dragon commercial building,522 Nathan Road,Yau Tsim Mong District,C,1983.0,LH_2969,{},,,,
leasinghub,7111,7111,Golden Era Plaza,golden era plaza,39-55 Sai Yee Street,Yau Tsim Mong District,B,1999.0,LH_7111,"{""centanet"": {""id"": ""54a7921d-ed37-470a-91ce-724553361f4f"", ""original_key"": ""54a7921d-ed37-470a-91ce-724553361f4f"", ""score"": 90.0, ""building_name"": ""Golden Era Plaza"", ""address"": ""39-55 Sai Yee Street"", ""original_record"": {""queriedDistrict"": ""Mongkok"", ""queriedCode"": ""WS020"", ""propertyID"": ""54a7921d-ed37-470a-91ce-724553361f4f"", ""buildingNameEn"": ""Golden Era Plaza"", ""address"": ""39-55 Sai Yee Street"", ""developers"": NaN, ""opDateDisplayName"": ""1999 Year"", ""floorDisplayName"": ""25 Floor(s)"", ""districtNameEn"": ""Mongkok"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 13, ""transCount"": 2}}}",,54a7921d-ed37-470a-91ce-724553361f4f,,54a7921d-ed37-470a-91ce-724553361f4f
leasinghub,2715,2715,Golden Gate Commercial Building,golden gate commercial building,136-138 Austin Road,Yau Tsim Mong District,C,1981.0,LH_2715,{},,,,
leasinghub,3154,3154,Golden Hill Commercial Building,golden hill commercial building,39-41 Argyle Street,Yau Tsim Mong District,C,1979.0,LH_3154,{},,,,
leasinghub,1424,1424,Golden Hill Commercial Mansion,golden hill commercial mansion,209-211 Hennessy Road,Wanchai District,C,1975.0,LH_1424,"{""midland"": {""id"": ""B000007291"", ""original_key"": ""B000007291"", ""score"": 88.6, ""building_name"": ""Golden Hill Mansion"", ""address"": ""No. 209-211 Hennessy Road"", ""original_record"": {""Building Name"": ""Golden Hill Mansion"", ""Address"": ""No. 209-211 Hennessy Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007291/Golden-Hill-Mansion""}}}",B000007291,,B000007291,
leasinghub,2138,2138,Golden House,golden house,28-30 Pottinger Street,Central and Western District,C,1967.0,LH_2138,{},,,,
leasinghub,5434,5434,Golden Name Commercial Building,golden name commercial building,400 Portland Street,Yau Tsim Mong District,C,1990.0,LH_5434,{},,,,
leasinghub,17577,17577,Golden Resources Tower,golden resources tower,218 Jaffe Road,Wanchai District,A,2022.0,LH_17577,"{""midland"": {""id"": ""B000107092"", ""original_key"": ""B000107092"", ""score"": 88.0, ""building_name"": ""Golden Resources Tower"", ""address"": ""No. 218 Jaffe Road"", ""original_record"": {""Building Name"": ""Golden Resources Tower"", ""Address"": ""No. 218 Jaffe Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000107092/Golden-Resources-Tower""}}}",B000107092,,B000107092,
leasinghub,991,991,Golden Star Building,golden star building,20-24 Lockhart Road,Wanchai District,B,1978.0,LH_991,"{""midland"": {""id"": ""B000007407"", ""original_key"": ""B000007407"", ""score"": 88.6, ""building_name"": ""Golden Star Building"", ""address"": ""No. 20-24 Lockhart Road"", ""original_record"": {""Building Name"": ""Golden Star Building"", ""Address"": ""No. 20-24 Lockhart Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007407/Golden-Star-Building""}}}",B000007407,,B000007407,
leasinghub,3577,3577,Golden Sun Centre,golden sun center,59-67 Bonham Strand West,Central and Western District,B,1994.0,LH_3577,{},,,,
leasinghub,15673,15673,Goldfield Tower,goldfield tower,53-59 Wuhu Street,Kowloon City District,C,1991.0,LH_15673,{},,,,
leasinghub,5230,5230,Goldsland Building,goldsland building,22-26 Minden Avenue,Yau Tsim Mong District,B,1989.0,LH_5230,{},,,,
leasinghub,12201,12201,Good Dragon Building,good dragon building,184-190 Ki Lung Street,Sham Shui Po District,C,1967.0,LH_12201,{},,,,
leasinghub,3020,3020,Good Harvest Commercial Building,good harvest commercial building,515-517 Nathan Road,Yau Tsim Mong District,C,1982.0,LH_3020,{},,,,
leasinghub,2862,2862,Good Hope Building,good hope building,612-618 Nathan Road,Yau Tsim Mong District,C,1971.0,LH_2862,{},,,,
leasinghub,2584,2584,Goodfit Commercial Building,goodfit commercial building,133 Thomson Road,Wanchai District,C,1983.0,LH_2584,"{""midland"": {""id"": ""B000019507"", ""original_key"": ""B000019507"", ""score"": 88.2, ""building_name"": ""Goodfit Commercial Building"", ""address"": ""No. 133 Thomson Road"", ""original_record"": {""Building Name"": ""Goodfit Commercial Building"", ""Address"": ""No. 133 Thomson Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000019507/Goodfit-Commercial-Building""}}}",B000019507,,B000019507,
leasinghub,13073,13073,Goodview Centre,goodview center,12 Wu Pak Street,Southern District,B,1996.0,LH_13073,{},,,,
leasinghub,10525,10525,Gough Plaza,gough plaza,33 Gough Street,Central and Western District,C,1991.0,LH_10525,{},,,,
leasinghub,7320,7320,Grancastle Commercial Centre,grancastle commercial center,2T Sai Yeung Choi Street South,Yau Tsim Mong District,C,1992.0,LH_7320,{},,,,
leasinghub,124,124,Grand Building,grand building,15-18 Connaught Road Central,Central and Western District,B,1959.0,LH_124,{},,,,
leasinghub,7243,7243,Grand Central Plaza Tower 1,grand central plaza tower 1,138 Shatin Rural Committee Rd,Sha Tin District,A,1995.0,LH_7243,{},,,,
leasinghub,7244,7244,Grand Central Plaza Tower 2,grand central plaza tower 2,138 Shatin Rural Committee Rd,Sha Tin District,A,1995.0,LH_7244,{},,,,
leasinghub,6025,6025,Grand Centre,grand center,7-8 Humphreys Avenue,Yau Tsim Mong District,A,1994.0,LH_6025,"{""centanet"": {""id"": ""af59ab63-b589-4a9f-a3de-611d9301dd07"", ""original_key"": ""af59ab63-b589-4a9f-a3de-611d9301dd07"", ""score"": 88.4, ""building_name"": ""Grand Centre"", ""address"": ""8 Humphrey's Avenue"", ""original_record"": {""queriedDistrict"": ""Tsim Sha Tsui"", ""queriedCode"": ""WS023"", ""propertyID"": ""af59ab63-b589-4a9f-a3de-611d9301dd07"", ""buildingNameEn"": ""Grand Centre"", ""address"": ""8 Humphrey's Avenue"", ""developers"": ""Hang Lung Properties Limited"", ""opDateDisplayName"": ""1994 Year"", ""floorDisplayName"": ""19 Floor(s)"", ""districtNameEn"": ""Tsim Sha Tsui"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 1}}}",,af59ab63-b589-4a9f-a3de-611d9301dd07,,af59ab63-b589-4a9f-a3de-611d9301dd07
leasinghub,6926,6926,Grand Century Place Tower 1,grand century place tower 1,193 Prince Edward Road West,Yau Tsim Mong District,A+,1997.0,LH_6926,"{""centanet"": {""id"": ""e989b81e-113f-4198-98e9-e3e049deae5a"", ""original_key"": ""e989b81e-113f-4198-98e9-e3e049deae5a"", ""score"": 87.0, ""building_name"": ""Grand Century Place I"", ""address"": ""193 Prince Edward Road West"", ""original_record"": {""queriedDistrict"": ""Prince Edward"", ""queriedCode"": ""WS019"", ""propertyID"": ""e989b81e-113f-4198-98e9-e3e049deae5a"", ""buildingNameEn"": ""Grand Century Place I"", ""address"": ""193 Prince Edward Road West"", ""developers"": ""Sun Hung Kai Properties Limited, Kowloon-Canton Railway Corporation"", ""opDateDisplayName"": ""1997 Year"", ""floorDisplayName"": ""21 Floor(s)"", ""districtNameEn"": ""Prince Edward"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 1, ""transCount"": 3}}}",,e989b81e-113f-4198-98e9-e3e049deae5a,,e989b81e-113f-4198-98e9-e3e049deae5a
leasinghub,6925,6925,Grand Century Place Tower 2,grand century place tower 2,193 Prince Edward Road West,Yau Tsim Mong District,A+,1997.0,LH_6925,{},,,,
leasinghub,7169,7169,Grand City Plaza,grand city plaza,1 Sai Lau Kok Road,Tsuen Wan District,A,1998.0,LH_7169,{},,,,
leasinghub,2952,2952,Grand Place,grand place,558-560 Nathan Road,Yau Tsim Mong District,B,1988.0,LH_2952,{},,,,
leasinghub,3011,3011,Grand Plaza Office Tower One,grand plaza office tower one,639 Nathan Road,Yau Tsim Mong District,B,1986.0,LH_3011,"{""centanet"": {""id"": ""d529596f-07d7-4de1-9db3-caa90f106f92"", ""original_key"": ""d529596f-07d7-4de1-9db3-caa90f106f92"", ""score"": 90.0, ""building_name"": ""Office Tower One, Grand Plaza"", ""address"": ""639 Nathan Road"", ""original_record"": {""queriedDistrict"": ""Mongkok"", ""queriedCode"": ""WS020"", ""propertyID"": ""d529596f-07d7-4de1-9db3-caa90f106f92"", ""buildingNameEn"": ""Office Tower One, Grand Plaza"", ""address"": ""639 Nathan Road"", ""developers"": NaN, ""opDateDisplayName"": ""1986 Year"", ""floorDisplayName"": ""23 Floor(s)"", ""districtNameEn"": ""Mongkok"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 7}}}",,d529596f-07d7-4de1-9db3-caa90f106f92,,d529596f-07d7-4de1-9db3-caa90f106f92
leasinghub,3012,3012,Grand Plaza Office Tower Two,grand plaza office tower two,625 Nathan Road,Yau Tsim Mong District,B,1976.0,LH_3012,"{""centanet"": {""id"": ""2ab62d4c-8fe6-4161-b505-7a94fc26500f"", ""original_key"": ""2ab62d4c-8fe6-4161-b505-7a94fc26500f"", ""score"": 90.0, ""building_name"": ""Office Tower Two, Grand Plaza"", ""address"": ""625 Nathan Road"", ""original_record"": {""queriedDistrict"": ""Mongkok"", ""queriedCode"": ""WS020"", ""propertyID"": ""2ab62d4c-8fe6-4161-b505-7a94fc26500f"", ""buildingNameEn"": ""Office Tower Two, Grand Plaza"", ""address"": ""625 Nathan Road"", ""developers"": NaN, ""opDateDisplayName"": ""1976 Year"", ""floorDisplayName"": ""20 Floor(s)"", ""districtNameEn"": ""Mongkok"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 5}}}",,2ab62d4c-8fe6-4161-b505-7a94fc26500f,,2ab62d4c-8fe6-4161-b505-7a94fc26500f
leasinghub,2564,2564,Grand Progress Building,grand progress building,15-16 Lan Kwai Fong,Central and Western District,B,1977.0,LH_2564,{},,,,
leasinghub,3513,3513,Grand Right Centre,grand right center,10-10A Cameron Road,Yau Tsim Mong District,C,1992.0,LH_3513,{},,,,
leasinghub,2622,2622,Grandmark,grandmark,10 Granville Road,Yau Tsim Mong District,B,1973.0,LH_2622,{},,,,
leasinghub,2623,2623,Granville House,granville house,41C-41D Granville Road,Yau Tsim Mong District,C,1976.0,LH_2623,{},,,,
leasinghub,2004,2004,Great Eagle Centre,great eagle center,23 Harbour Road,Wanchai District,A,1983.0,LH_2004,"{""midland"": {""id"": ""B000007610"", ""original_key"": ""B000007610"", ""score"": 90.0, ""building_name"": ""Great Eagle Centre"", ""address"": ""23 Harbour Road"", ""original_record"": {""Building Name"": ""Great Eagle Centre"", ""Address"": ""23 Harbour Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007610/Great-Eagle-Centre""}}, ""centanet"": {""id"": ""ec56b894-52c5-4f79-9aa3-23717150771f"", ""original_key"": ""ec56b894-52c5-4f79-9aa3-23717150771f"", ""score"": 90.0, ""building_name"": ""Great Eagle Centre"", ""address"": ""23 Harbour Road"", ""original_record"": {""queriedDistrict"": ""Wan Chai"", ""queriedCode"": ""WS006"", ""propertyID"": ""ec56b894-52c5-4f79-9aa3-23717150771f"", ""buildingNameEn"": ""Great Eagle Centre"", ""address"": ""23 Harbour Road"", ""developers"": ""The Great Eagle Company Limited"", ""opDateDisplayName"": ""1983 Year"", ""floorDisplayName"": ""39 Floor(s)"", ""districtNameEn"": ""Wan Chai"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 0, ""rentCount"": 4, ""transCount"": 8}}}",B000007610,ec56b894-52c5-4f79-9aa3-23717150771f,B000007610,ec56b894-52c5-4f79-9aa3-23717150771f
leasinghub,2244,2244,Great Smart Tower,great smart tower,230 Wanchai Road,Wanchai District,B,1984.0,LH_2244,"{""midland"": {""id"": ""B000019544"", ""original_key"": ""B000019544"", ""score"": 83.4, ""building_name"": ""Great Smart Tower"", ""address"": ""No. 230 Wan Chai Road"", ""original_record"": {""Building Name"": ""Great Smart Tower"", ""Address"": ""No. 230 Wan Chai Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000019544/Great-Smart-Tower""}}, ""centanet"": {""id"": ""bd92ab92-67dc-4b3f-9143-8f124a9c3036"", ""original_key"": ""bd92ab92-67dc-4b3f-9143-8f124a9c3036"", ""score"": 84.6, ""building_name"": ""Great Smart Tower"", ""address"": ""230 Wan Chai Road"", ""original_record"": {""queriedDistrict"": ""Wan Chai"", ""queriedCode"": ""WS006"", ""propertyID"": ""bd92ab92-67dc-4b3f-9143-8f124a9c3036"", ""buildingNameEn"": ""Great Smart Tower"", ""address"": ""230 Wan Chai Road"", ""developers"": NaN, ""opDateDisplayName"": ""1984 Year"", ""floorDisplayName"": ""31 Floor(s)"", ""districtNameEn"": ""Wan Chai"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 8, ""rentCount"": 5, ""transCount"": 1}}}",B000019544,bd92ab92-67dc-4b3f-9143-8f124a9c3036,B000019544,bd92ab92-67dc-4b3f-9143-8f124a9c3036
leasinghub,364,364,Greatmany Centre,greatmany center,109-115 Queen's Road East,Wanchai District,B,1985.0,LH_364,"{""midland"": {""id"": ""B000019549"", ""original_key"": ""B000019549"", ""score"": 88.8, ""building_name"": ""Greatmany Centre"", ""address"": ""No. 109-115 Queen's Road East"", ""original_record"": {""Building Name"": ""Greatmany Centre"", ""Address"": ""No. 109-115 Queen's Road East"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000019549/Greatmany-Centre""}}}",B000019549,,B000019549,
leasinghub,17315,17315,Green 18 - Science Park,green 18 science park,18 Science Park East Avenue,Tai Po District,A,,LH_17315,{},,,,
leasinghub,1675,1675,Greenwich Centre,greenwich center,260 King's Road,Eastern District,B,1982.0,LH_1675,"{""midland"": {""id"": ""B000020293"", ""original_key"": ""B000020293"", ""score"": 90.0, ""building_name"": ""Greenwich Centre"", ""address"": ""260 King's Road"", ""original_record"": {""Building Name"": ""Greenwich Centre"", ""Address"": ""260 King's Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000020293/Greenwich-Centre""}}}",B000020293,,B000020293,
leasinghub,646,646,Guangdong Finance Building,guangdong finance building,88-91 Connaught Road West,Central and Western District,B,2000.0,LH_646,"{""centanet"": {""id"": ""93f0cfb8-1cef-4559-9d85-0db7b6f30d94"", ""original_key"": ""93f0cfb8-1cef-4559-9d85-0db7b6f30d94"", ""score"": 90.0, ""building_name"": ""Guangdong Finance Building"", ""address"": ""88-91 Connaught Road West"", ""original_record"": {""queriedDistrict"": ""Sheung Wan"", ""queriedCode"": ""WS003"", ""propertyID"": ""93f0cfb8-1cef-4559-9d85-0db7b6f30d94"", ""buildingNameEn"": ""Guangdong Finance Building"", ""address"": ""88-91 Connaught Road West"", ""developers"": ""China Overseas"", ""opDateDisplayName"": ""1998 Year"", ""floorDisplayName"": ""33 Floor(s)"", ""districtNameEn"": ""Sheung Wan"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 0, ""rentCount"": 2, ""transCount"": 2}}}",,93f0cfb8-1cef-4559-9d85-0db7b6f30d94,,93f0cfb8-1cef-4559-9d85-0db7b6f30d94
leasinghub,119,119,Guangdong Investment Tower,guangdong investment tower,148 Connaught Road Central,Central and Western District,B,1996.0,LH_119,"{""centanet"": {""id"": ""e2b1d65b-dd92-46dc-ad42-6a91581076b2"", ""original_key"": ""e2b1d65b-dd92-46dc-ad42-6a91581076b2"", ""score"": 90.0, ""building_name"": ""Guangdong Investment Tower"", ""address"": ""148 Connaught Road Central"", ""original_record"": {""queriedDistrict"": ""Sheung Wan"", ""queriedCode"": ""WS003"", ""propertyID"": ""e2b1d65b-dd92-46dc-ad42-6a91581076b2"", ""buildingNameEn"": ""Guangdong Investment Tower"", ""address"": ""148 Connaught Road Central"", ""developers"": NaN, ""opDateDisplayName"": ""1996 Year"", ""floorDisplayName"": ""31 Floor(s)"", ""districtNameEn"": ""Sheung Wan"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 2}}}",,e2b1d65b-dd92-46dc-ad42-6a91581076b2,,e2b1d65b-dd92-46dc-ad42-6a91581076b2
leasinghub,3412,3412,Guangdong Tours Centre,guangdong tours center,18 Pennington Street,Wanchai District,B,1994.0,LH_3412,"{""midland"": {""id"": ""B000007713"", ""original_key"": ""B000007713"", ""score"": 90.0, ""building_name"": ""Guangdong Tours Centre"", ""address"": ""18 Pennington Street"", ""original_record"": {""Building Name"": ""Guangdong Tours Centre"", ""Address"": ""18 Pennington Street"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007713/Guangdong-Tours-Centre""}}}",B000007713,,B000007713,
leasinghub,2160,2160,Guardian House,guardian house,32 Oi Kwan Road,Wanchai District,B,1975.0,LH_2160,"{""midland"": {""id"": ""B000019590"", ""original_key"": ""B000019590"", ""score"": 88.2, ""building_name"": ""Guardian House"", ""address"": ""No. 32 Oi Kwan Road"", ""original_record"": {""Building Name"": ""Guardian House"", ""Address"": ""No. 32 Oi Kwan Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000019590/Guardian-House""}}}",B000019590,,B000019590,
leasinghub,2130,2130,H Code High Block,h code high block,45 Pottinger Street,Central and Western District,A,2016.0,LH_2130,{},,,,
leasinghub,6506,6506,H Zentre,h zentre,15 Middle Road,Yau Tsim Mong District,A,2019.0,LH_6506,{},,,,
leasinghub,4268,4268,Haleson Building,haleson building,1-3 Jubilee Street,Central and Western District,C,1983.0,LH_4268,{},,,,
leasinghub,3025,3025,Hanford Commercial Centre,hanford commercial center,221B-E Nathan Road,Yau Tsim Mong District,B,1983.0,LH_3025,{},,,,
leasinghub,5185,5185,Hang Bong Commercial Centre,hang bong commercial center,28-40 Shanghai Street,Yau Tsim Mong District,B,1994.0,LH_5185,{},,,,
leasinghub,3578,3578,Hang Fat Trading House,hang fat trading house,52 Bonham Strand West,Central and Western District,C,1982.0,LH_3578,{},,,,
leasinghub,1104,1104,Hang Lung Centre,hang lung center,2-20 Paterson Street,Wanchai District,A,1975.0,LH_1104,"{""centanet"": {""id"": ""88a8a107-d942-48d5-9ea7-c5d035edeac5"", ""original_key"": ""88a8a107-d942-48d5-9ea7-c5d035edeac5"", ""score"": 90.0, ""building_name"": ""Hang Lung Centre"", ""address"": ""2-20 Paterson Street"", ""original_record"": {""queriedDistrict"": ""Causeway Bay"", ""queriedCode"": ""WS007"", ""propertyID"": ""88a8a107-d942-48d5-9ea7-c5d035edeac5"", ""buildingNameEn"": ""Hang Lung Centre"", ""address"": ""2-20 Paterson Street"", ""developers"": ""Hang Lung Properties Limited"", ""opDateDisplayName"": ""1975 Year"", ""floorDisplayName"": ""26 Floor(s)"", ""districtNameEn"": ""Causeway Bay"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 0, ""rentCount"": 10, ""transCount"": 9}}}",,88a8a107-d942-48d5-9ea7-c5d035edeac5,,88a8a107-d942-48d5-9ea7-c5d035edeac5
leasinghub,208,208,Hang Lung House,hang lung house,184-192 Queen's Road Central,Central and Western District,C,1968.0,LH_208,{},,,,
leasinghub,15441,15441,Hang Pont Commercial Building,hang pont commercial building,31 Tonkin Street,Sham Shui Po District,B,1982.0,LH_15441,{},,,,
leasinghub,3156,3156,Hang Seng 113,hang seng 113,113-115 Argyle Street,Yau Tsim Mong District,B,1996.0,LH_3156,{},,,,
leasinghub,89,89,Hang Seng Bank Headquarters,hang seng bank headquarters,83 Des Voeux Road Central,Central and Western District,A+,1991.0,LH_89,{},,,,
leasinghub,3387,3387,Hang Seng Castle Peak Road Building,hang seng castle peak road building,339 Castle Peak Road,Sham Shui Po District,B,1976.0,LH_3387,{},,,,
leasinghub,1618,1618,Hang Seng Causeway Bay Building,hang seng causeway bay building,28 Yee Wo Street,Wanchai District,B+,1998.0,LH_1618,{},,,,
leasinghub,6896,6896,Hang Seng Kowloon City Building,hang seng kowloon city building,360 Prince Edward Road West,Kowloon City District,B,1967.0,LH_6896,{},,,,
leasinghub,2942,2942,Hang Seng Mongkok Building,hang seng mongkok building,677 Nathan Road,Yau Tsim Mong District,B,1995.0,LH_2942,{},,,,
leasinghub,1732,1732,Hang Seng North Point Building,hang seng north point building,335-341 King's Road,Eastern District,C,1985.0,LH_1732,"{""midland"": {""id"": ""B000007479"", ""original_key"": ""B000007479"", ""score"": 87.6, ""building_name"": ""Hang Seng North Point Building"", ""address"": ""341 King's Road"", ""original_record"": {""Building Name"": ""Hang Seng North Point Building"", ""Address"": ""341 King's Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007479/Hang-Seng-North-Point-Building""}}}",B000007479,,B000007479,
leasinghub,17513,17513,Hang Seng Tower,hang seng tower,33 Wai Yip Street,Kwun Tong District,A,1980.0,LH_17513,{},,,,
leasinghub,5704,5704,Hang Seng Tsim Sha Tsui Building,hang seng tsim sha tsui building,18 Carnarvon Road,Yau Tsim Mong District,B+,1973.0,LH_5704,{},,,,
leasinghub,6444,6444,Hang Seng Tsuen Wan Building,hang seng tsuen wan building,289 Sha Tsui Road,Tsuen Wan District,B+,1998.0,LH_6444,{},,,,
leasinghub,1422,1422,Hang Seng Wanchai Building,hang seng wanchai building,200 Hennessy Road,Wanchai District,B+,1972.0,LH_1422,{},,,,
leasinghub,13727,13727,Hang Seng Yuen Long Building,hang seng yuen long building,91-93 Castle Peak Road - Yuen Long,Yuen Long District,B+,1979.0,LH_13727,{},,,,
leasinghub,2959,2959,Hang Shing Building,hang shing building,363-373 Nathan Road,Yau Tsim Mong District,B,1975.0,LH_2959,{},,,,
leasinghub,2000,2000,Hang Shun Building,hang shun building,10-12 Wyndham Street,Central and Western District,C,1964.0,LH_2000,{},,,,
leasinghub,3515,3515,Hang Shun Commercial Building,hang shun commercial building,12-12A Cameron Road,Yau Tsim Mong District,B,1992.0,LH_3515,{},,,,
leasinghub,13556,13556,Hang Tung Resources Centre,hang tung resources center,18 A Kung Ngam Village Road,Eastern District,B+,1996.0,LH_13556,{},,,,
leasinghub,356,356,Hang Wai Commercial Building,hang wai commercial building,231-233 Queen's Road East,Wanchai District,B,1991.0,LH_356,{},,,,
leasinghub,3016,3016,Hanley House,hanley house,776-778 Nathan Road,Yau Tsim Mong District,C,1983.0,LH_3016,{},,,,
leasinghub,3083,3083,Hanway Commercial Centre,hanway commercial center,36 Dundas Street,Yau Tsim Mong District,C,1994.0,LH_3083,{},,,,
leasinghub,2010,2010,Harbour Centre,harbour center,25 Harbour Road,Wanchai District,A,1982.0,LH_2010,"{""centanet"": {""id"": ""d6ee21fa-8a23-4676-857a-274deb3eb908"", ""original_key"": ""d6ee21fa-8a23-4676-857a-274deb3eb908"", ""score"": 90.0, ""building_name"": ""Harbour Centre"", ""address"": ""25 Harbour Road"", ""original_record"": {""queriedDistrict"": ""Wan Chai"", ""queriedCode"": ""WS006"", ""propertyID"": ""d6ee21fa-8a23-4676-857a-274deb3eb908"", ""buildingNameEn"": ""Harbour Centre"", ""address"": ""25 Harbour Road"", ""developers"": ""Sun Hung Kai Properties Limited"", ""opDateDisplayName"": ""1983 Year"", ""floorDisplayName"": ""39 Floor(s)"", ""districtNameEn"": ""Wan Chai"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 3, ""rentCount"": 17, ""transCount"": 8}}}",,d6ee21fa-8a23-4676-857a-274deb3eb908,,d6ee21fa-8a23-4676-857a-274deb3eb908
leasinghub,128,128,Harbour Commercial Building,harbour commercial building,122-124 Connaught Road Central,Central and Western District,B,1975.0,LH_128,{},,,,
leasinghub,2620,2620,Harbour Crystal Centre,harbour crystal center,100 Granville Road,Yau Tsim Mong District,A,1982.0,LH_2620,"{""midland"": {""id"": ""B000007295"", ""original_key"": ""B000007295"", ""score"": 90.0, ""building_name"": ""Harbour Crystal Centre"", ""address"": ""100 Granville Road"", ""original_record"": {""Building Name"": ""Harbour Crystal Centre"", ""Address"": ""100 Granville Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007295/Harbour-Crystal-Centre""}}, ""centanet"": {""id"": ""e530b24f-ec98-4a5c-8eac-efc628d1111c"", ""original_key"": ""e530b24f-ec98-4a5c-8eac-efc628d1111c"", ""score"": 90.0, ""building_name"": ""Harbour Crystal Centre"", ""address"": ""100 Granville Road"", ""original_record"": {""queriedDistrict"": ""Tsim Sha Tsui"", ""queriedCode"": ""WS023"", ""propertyID"": ""e530b24f-ec98-4a5c-8eac-efc628d1111c"", ""buildingNameEn"": ""Harbour Crystal Centre"", ""address"": ""100 Granville Road"", ""developers"": ""E.Wah, Aik San, Wah Kwong & Inland Realty Limited"", ""opDateDisplayName"": ""1982 Year"", ""floorDisplayName"": ""16 Floor(s)"", ""districtNameEn"": ""Tsim Sha Tsui"", ""zoneEn"": ""Kowloon"", ""sellCount"": 16, ""rentCount"": 7, ""transCount"": 18}}}",B000007295,e530b24f-ec98-4a5c-8eac-efc628d1111c,B000007295,e530b24f-ec98-4a5c-8eac-efc628d1111c
leasinghub,11442,11442,Harbourside HQ,harbourside hq,8 Lam Chak Street,Kwun Tong District,A+,2010.0,LH_11442,"{""centanet"": {""id"": ""624def23-1a6a-47d2-9d49-432ef06a5d91"", ""original_key"": ""624def23-1a6a-47d2-9d49-432ef06a5d91"", ""score"": 90.0, ""building_name"": ""Harbourside HQ"", ""address"": ""8 Lam Chak Street"", ""original_record"": {""queriedDistrict"": ""Kowloon Bay"", ""queriedCode"": ""WS031"", ""propertyID"": ""624def23-1a6a-47d2-9d49-432ef06a5d91"", ""buildingNameEn"": ""Harbourside HQ"", ""address"": ""8 Lam Chak Street"", ""developers"": ""Nan Fung Development Limited"", ""opDateDisplayName"": ""2010 Year"", ""floorDisplayName"": ""29 Floor(s)"", ""districtNameEn"": ""Kowloon Bay"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 13, ""transCount"": 3}}}",,624def23-1a6a-47d2-9d49-432ef06a5d91,,624def23-1a6a-47d2-9d49-432ef06a5d91
